Subject,Grade,Standard,Prepared Graduate 1,Prepared Graduate 2,Prepared Graduate 3,Prepared Graduate 4,Prepared Graduate 5,Grade Level Expectation,GLE Code,Subheading,Statement
Science,Second Grade,2. Life Science,8. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how natural selection drives biological evolution accounting for the unity and diversity of organisms.,,,,,2. A range of different organisms lives in different places.,SC.2.2.2,Elaboration on the GLE:,Students can answer the question: What evidence shows that different species are related?
Science,Second Grade,2. Life Science,8. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how natural selection drives biological evolution accounting for the unity and diversity of organisms.,,,,,2. A range of different organisms lives in different places.,SC.2.2.2,Elaboration on the GLE:,"LS4:D Biodiversity and Humans: There are many different kinds of living things in any area, and they exist in different places on land and in water."
Science,Second Grade,3. Earth and Space Science,9. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding the universe and Earth's place in it.,,,,,1. Some events on Earth occur quickly; others can occur very slowly.,SC.2.3.1,Students Can:,"Use information from several sources to provide evidence that Earth events can occur quickly or slowly. (2-ESS1-1) <i>(Clarification Statement: Examples of events and timescales could include volcanic explosions and earthquakes, which happen quickly, and erosion of rocks, which occurs slowly.)</i>"
Science,Second Grade,3. Earth and Space Science,9. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding the universe and Earth's place in it.,,,,,1. Some events on Earth occur quickly; others can occur very slowly.,SC.2.3.1,Colorado Essential Skills and Science and Engineering Practices:,Make observations from several sources to construct an evidence-based account for natural phenomena. (Constructing Explanations and Designing Solutions) (Entrepreneurial: Critical thinking/Problem solving)
Science,Second Grade,3. Earth and Space Science,9. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding the universe and Earth's place in it.,,,,,1. Some events on Earth occur quickly; others can occur very slowly.,SC.2.3.1,Elaboration on the GLE:,Students can answer the question: How do people reconstruct and date events in the Earth's planetary history?
Science,Second Grade,3. Earth and Space Science,9. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding the universe and Earth's place in it.,,,,,1. Some events on Earth occur quickly; others can occur very slowly.,SC.2.3.1,Elaboration on the GLE:,"ESS1:C The History of Planet Earth: Some events on Earth occur in cycles, like day and night, and others have a beginning and an end, like a volcanic eruption. Some events, like an earthquake, happen very quickly; others, such as the formation of the Grand Canyon, occur very slowly over a time period much longer than one can observe."
Science,Second Grade,3. Earth and Space Science,9. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding the universe and Earth's place in it.,,,,,1. Some events on Earth occur quickly; others can occur very slowly.,SC.2.3.1,Cross Cutting Concepts:,Stability and Change: Things may change rapidly or slowly.
Science,Second Grade,3. Earth and Space Science,10. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how and why Earth is constantly changing.,,,,,2. Wind and water can change the shape of the land; models can show the shape and these changes to the land.,SC.2.3.2,Students Can:,"Compare multiple solutions designed to slow or prevent wind or water from changing the shape of the land. (2-ESS2-1) <i>(Clarification Statement: Examples of solutions could include different designs of dikes and windbreaks to hold back wind and water, and different designs for using shrubs, grass, and trees to hold back the land.)</i>"
Science,Second Grade,3. Earth and Space Science,10. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how and why Earth is constantly changing.,,,,,2. Wind and water can change the shape of the land; models can show the shape and these changes to the land.,SC.2.3.2,Students Can:,Develop a model to represent the shapes and kinds of land and bodies of water in an area. (2-ESS2-2) <i>(Boundary Statement: Does not include quantitative scaling in models.)</i>
Science,Second Grade,3. Earth and Space Science,10. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how and why Earth is constantly changing.,,,,,2. Wind and water can change the shape of the land; models can show the shape and these changes to the land.,SC.2.3.2,Students Can:,Obtain information to identify where water is found on Earth and that it can be solid or liquid. (ESS2-3)
Science,Second Grade,3. Earth and Space Science,10. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how and why Earth is constantly changing.,,,,,2. Wind and water can change the shape of the land; models can show the shape and these changes to the land.,SC.2.3.2,Colorado Essential Skills and Science and Engineering Practices:,Compare multiple solutions to a problem. (Constructing Explanations and Designing Solutions) (Entrepreneurial: Inquiry/Analysis)
Science,Second Grade,3. Earth and Space Science,10. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how and why Earth is constantly changing.,,,,,2. Wind and water can change the shape of the land; models can show the shape and these changes to the land.,SC.2.3.2,Colorado Essential Skills and Science and Engineering Practices:,Develop a model to represent patterns in the natural world. (Developing and Using Models) (Personal: Initiative/Self-direction)
Science,Second Grade,3. Earth and Space Science,10. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how and why Earth is constantly changing.,,,,,2. Wind and water can change the shape of the land; models can show the shape and these changes to the land.,SC.2.3.2,Colorado Essential Skills and Science and Engineering Practices:,"Obtain information using various texts, text features (e.g., headings, tables of contents, glossaries, electronic menus, icons), and other media that will be useful in answering a scientific question. (Obtaining, Evaluating, and Communicating Information) (Civic/Interpersonal: Communication)"
Science,Second Grade,3. Earth and Space Science,10. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how and why Earth is constantly changing.,,,,,2. Wind and water can change the shape of the land; models can show the shape and these changes to the land.,SC.2.3.2,Elaboration on the GLE:,Students can answer the question: How and why is Earth constantly changing?
Science,Second Grade,3. Earth and Space Science,10. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how and why Earth is constantly changing.,,,,,2. Wind and water can change the shape of the land; models can show the shape and these changes to the land.,SC.2.3.2,Elaboration on the GLE:,"ESS2:A Earth Materials and Systems: Wind and water can change the shape of the land. The resulting landforms, together with the materials on the land, provide homes for living things."
Science,Second Grade,3. Earth and Space Science,10. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how and why Earth is constantly changing.,,,,,2. Wind and water can change the shape of the land; models can show the shape and these changes to the land.,SC.2.3.2,Elaboration on the GLE:,"ESS2:B Plate Tectonics and Large-Scale System Interactions: Rocks, soils, and sand are present in most areas where plants and animals live. There may also be rivers, streams, lakes and ponds. Maps show where things are located. One can map the shapes and kinds of land and water in any area."
Science,Second Grade,3. Earth and Space Science,10. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how and why Earth is constantly changing.,,,,,2. Wind and water can change the shape of the land; models can show the shape and these changes to the land.,SC.2.3.2,Elaboration on the GLE:,"ESS2:C The Roles of Water in Earth's Surface Processes: Water is found in the ocean, rivers, lakes and ponds. Water exists as solid ice and in liquid form. It carries soil and rocks from one place to another and determines the variety of life forms that can live in a particular location."
Science,Second Grade,3. Earth and Space Science,10. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how and why Earth is constantly changing.,,,,,2. Wind and water can change the shape of the land; models can show the shape and these changes to the land.,SC.2.3.2,Cross Cutting Concepts:,Patterns: Patterns in the natural world can be observed.
Science,Second Grade,3. Earth and Space Science,10. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how and why Earth is constantly changing.,,,,,2. Wind and water can change the shape of the land; models can show the shape and these changes to the land.,SC.2.3.2,Cross Cutting Concepts:,Stability and Change: Things may change slowly or rapidly.
Science,Second Grade,3. Earth and Space Science,10. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how and why Earth is constantly changing.,,,,,2. Wind and water can change the shape of the land; models can show the shape and these changes to the land.,SC.2.3.2,Cross Cutting Concepts:,"Influence of Science, Engineering and Technology on Society and the Natural World: Developing and using technology has impacts on the natural world."
Science,Second Grade,3. Earth and Space Science,10. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how and why Earth is constantly changing.,,,,,2. Wind and water can change the shape of the land; models can show the shape and these changes to the land.,SC.2.3.2,Cross Cutting Concepts:,Connections to Nature of Science: Science Addresses Questions About the Natural and Material World. Scientists study the natural and material world.
Science,Third Grade,1. Physical Science,2. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding interactions between objects and within systems of objects.,,,,,1. Patterns of motion can be used to predict future motion.,SC.3.1.1,Students Can:,"Plan and conduct an investigation to provide evidence of the effects of balanced and unbalanced forces on the motion of an object. (3-PS2-1) <i>(Clarification Statement: Examples could include an unbalanced force on one side of a ball can make it start moving and balanced forces pushing on a box from both sides will not produce any motion at all.) (Boundary Statements: Limited to one variable at a time: number, size or direction of forces and to gravity being addressed as a force that pulls objects down. Does not include quantitative force size, only qualitative and relative.)</i>"
Science,Third Grade,1. Physical Science,2. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding interactions between objects and within systems of objects.,,,,,1. Patterns of motion can be used to predict future motion.,SC.3.1.1,Students Can:,"Make observations and/or measurements of an object's motion to provide evidence that a pattern can be used to predict future motion. (3-PS2-2) <i>(Clarification Statement: Examples of motion with a predictable pattern could include a child swinging in a swing, a ball rolling back and forth in a bowl and two children on a see-saw.) (Boundary Statement: Does not include technical terms such as period and frequency.)</i>"
Science,Third Grade,1. Physical Science,2. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding interactions between objects and within systems of objects.,,,,,1. Patterns of motion can be used to predict future motion.,SC.3.1.1,Colorado Essential Skills and Science and Engineering Practices:,Ask questions that can be investigated based on patterns such as cause and effect relationships. (Asking Questions and Defining Problems) (Entrepreneurial: Inquiry/Analysis)
Science,Third Grade,1. Physical Science,2. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding interactions between objects and within systems of objects.,,,,,1. Patterns of motion can be used to predict future motion.,SC.3.1.1,Colorado Essential Skills and Science and Engineering Practices:,Define a simple problem that can be solved through the development of a new or improved object or tool. (Asking Questions and Defining Problems) (Entrepreneurial: Inquiry/Analysis)
Science,Third Grade,1. Physical Science,2. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding interactions between objects and within systems of objects.,,,,,1. Patterns of motion can be used to predict future motion.,SC.3.1.1,Colorado Essential Skills and Science and Engineering Practices:,"Plan and conduct an investigation collaboratively to produce data to serve as the basis for evidence, using fair tests in which variables are controlled and the number of trials considered. (Planning and Carrying Out Investigations) (Entrepreneurial: Inquiry/Analysis)"
Science,Third Grade,1. Physical Science,2. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding interactions between objects and within systems of objects.,,,,,1. Patterns of motion can be used to predict future motion.,SC.3.1.1,Colorado Essential Skills and Science and Engineering Practices:,Make observations and/or measurements to produce data to serve as the basis for evidence for an explanation of a phenomenon or test a design solution. (Planning and Carrying Out Investigations) (Entrepreneurial: Inquiry/Analysis)
Science,Third Grade,1. Physical Science,2. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding interactions between objects and within systems of objects.,,,,,1. Patterns of motion can be used to predict future motion.,SC.3.1.1,Elaboration on the GLE:,"Students can answer the questions: How can one predict an object's continued motion, changes in motion or stability? What underlying forces explain the variety of interactions observed?"
Science,Third Grade,1. Physical Science,2. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding interactions between objects and within systems of objects.,,,,,1. Patterns of motion can be used to predict future motion.,SC.3.1.1,Elaboration on the GLE:,"PS2:A Forces and Motion: Each force acts on one particular object and has both strength and a direction. An object at rest typically has multiple forces acting on it, but they add to give zero net force on the object. Forces that do not sum to zero can cause changes in the object's speed or direction of motion. (Boundary: Qualitative and conceptual, but not quantitative addition of forces is used at this level). The patterns of an object's motion in various situations can be observed and measured; when that past motion exhibits a regular pattern, future motion can be predicted from it. (Boundary: Technical terms, such as magnitude, velocity, momentum and vector quantity, are not introduced at this level, but the concept that some quantities need both size and direction to be described is developed.)"
Science,Third Grade,1. Physical Science,2. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding interactions between objects and within systems of objects.,,,,,1. Patterns of motion can be used to predict future motion.,SC.3.1.1,Elaboration on the GLE:,PS2:B Types of Interactions: Objects in contact exert forces on each other.
Science,Third Grade,1. Physical Science,2. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding interactions between objects and within systems of objects.,,,,,1. Patterns of motion can be used to predict future motion.,SC.3.1.1,Cross Cutting Concepts:,Cause and Effect: Cause - and - effect relationships are routinely identified.
Science,Third Grade,1. Physical Science,2. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding interactions between objects and within systems of objects.,,,,,1. Patterns of motion can be used to predict future motion.,SC.3.1.1,Cross Cutting Concepts:,Patterns: Patterns of change can be used to make predictions.
Science,Third Grade,1. Physical Science,3. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how energy is transferred and conserved.,,,,,2. Objects in contact exert forces on each other; electric and magnetic forces between a pair of objects do not require contact.,SC.3.1.2,Students Can:,"Ask questions to determine cause - and - effect relationships of electric or magnetic interactions between two objects not in contact with each other. (3-PS2-3) <i>(Clarification Statement: Examples of an electric force could include the force on hair from an electrically charged balloon and the electrical forces between a charged rod and pieces of paper; examples of a magnetic force could include the force between two permanent magnets, the force between an electromagnet and steel paperclips and the force exerted by one magnet versus the force exerted by two magnets. Examples of cause - and - effect relationships could include how the distance between objects affects strength of the force and how the orientation of magnets affects the direction of the magnetic force.) (Boundary Statement: Limited to forces produced by objects that can be manipulated by students, and electrical interactions are limited to static electricity.)</i>"
Science,Third Grade,1. Physical Science,3. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how energy is transferred and conserved.,,,,,2. Objects in contact exert forces on each other; electric and magnetic forces between a pair of objects do not require contact.,SC.3.1.2,Students Can:,Define a simple design problem that can be solved by applying scientific ideas about magnets. (3-PS2-4)<i>(Clarification Statement: Examples of problems could include constructing a latch to keep a door shut and creating a device to keep two moving objects from touching each other.)</i>
Science,Third Grade,1. Physical Science,3. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how energy is transferred and conserved.,,,,,2. Objects in contact exert forces on each other; electric and magnetic forces between a pair of objects do not require contact.,SC.3.1.2,Colorado Essential Skills and Science and Engineering Practices:,Ask questions that can be investigated based on patterns such as cause - and - effect relationships. (Asking Questions and Defining Problems) (Entrepreneurial: Inquiry/Analysis).
Science,Third Grade,1. Physical Science,3. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how energy is transferred and conserved.,,,,,2. Objects in contact exert forces on each other; electric and magnetic forces between a pair of objects do not require contact.,SC.3.1.2,Colorado Essential Skills and Science and Engineering Practices:,Define a simple problem that can be solved through the development of a new or improved object or tool. (Asking Questions and Defining Problems) (Personal: Personal responsibility).
Science,Third Grade,1. Physical Science,3. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how energy is transferred and conserved.,,,,,2. Objects in contact exert forces on each other; electric and magnetic forces between a pair of objects do not require contact.,SC.3.1.2,Colorado Essential Skills and Science and Engineering Practices:,Plan and conduct an investigation that control variables and provide evidence to support explanations or design solutions. (Planning and Carrying Out Investigations) (Entrepreneurial: Inquiry/Analysis).
Science,Third Grade,1. Physical Science,3. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how energy is transferred and conserved.,,,,,2. Objects in contact exert forces on each other; electric and magnetic forces between a pair of objects do not require contact.,SC.3.1.2,Elaboration on the GLE:,Students can answer the question: Why are some physical systems more stable than others?
Science,Third Grade,1. Physical Science,3. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how energy is transferred and conserved.,,,,,2. Objects in contact exert forces on each other; electric and magnetic forces between a pair of objects do not require contact.,SC.3.1.2,Elaboration on the GLE:,PS2:B Types of Interactions: Electric and magnetic forces between a pair of objects do not require that the objects be in contact. The sizes of the forces in each situation depend on the properties of the objects and their distances apart and for forces between two magnets on their orientation relative to each other.
Science,Third Grade,1. Physical Science,3. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how energy is transferred and conserved.,,,,,2. Objects in contact exert forces on each other; electric and magnetic forces between a pair of objects do not require contact.,SC.3.1.2,Cross Cutting Concepts:,"Cause and Effect: Cause and effect relationships are routinely identified, tested and used to explain change."
Science,Third Grade,1. Physical Science,3. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how energy is transferred and conserved.,,,,,2. Objects in contact exert forces on each other; electric and magnetic forces between a pair of objects do not require contact.,SC.3.1.2,Cross Cutting Concepts:,"Connections to Engineering, Technology and Applications of Science: Interdependence of Science, Engineering and Technology-Scientific discoveries about the natural world can often lead to new and improved technologies, which are developed through the engineering design process."
Science,Third Grade,2. Life Science,"5. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how individual organisms are configured and how these structures function to support life, growth, behavior and reproduction.",,,,,1. Organisms have unique and diverse life cycles.,SC.3.2.1,Students Can:,"Develop models to describe that organisms have unique and diverse life cycles but all have in common birth, growth, reproduction and death. (3-LS1-1) <i>(Clarification Statement: Changes organisms go through during their life form a pattern.) (Boundary Statement: Limited to those of flowering plants and does not include details of human reproduction.)</i>"
Science,Third Grade,2. Life Science,"5. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how individual organisms are configured and how these structures function to support life, growth, behavior and reproduction.",,,,,1. Organisms have unique and diverse life cycles.,SC.3.2.1,Colorado Essential Skills and Science and Engineering Practices:,Develop models to describe phenomena (Developing and Using Models) (Personal: Initiative/Self-direction).
Science,Third Grade,2. Life Science,"5. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how individual organisms are configured and how these structures function to support life, growth, behavior and reproduction.",,,,,1. Organisms have unique and diverse life cycles.,SC.3.2.1,Elaboration on the GLE:,Students can answer the question: How do the structures of organisms enable life's functions?
Science,Third Grade,2. Life Science,"5. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how individual organisms are configured and how these structures function to support life, growth, behavior and reproduction.",,,,,1. Organisms have unique and diverse life cycles.,SC.3.2.1,Elaboration on the GLE:,LS1:B Growth and Development of Organisms: Reproduction is essential to the continued existence of every kind of organism. Plants and animals have unique and diverse life cycles.
Science,Third Grade,2. Life Science,"5. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how individual organisms are configured and how these structures function to support life, growth, behavior and reproduction.",,,,,1. Organisms have unique and diverse life cycles.,SC.3.2.1,Cross Cutting Concepts:,Patterns: Patterns of change can be used to make predictions.
Science,Third Grade,2. Life Science,6. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how living systems interact with the biotic and abiotic environment.,,,,,"2. Being part of a group helps animals obtain food, defend themselves and cope with changes.",SC.3.2.2,Students Can:,Construct an argument that some animals form groups that help members survive. (3-LS2-1)
Science,Third Grade,2. Life Science,6. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how living systems interact with the biotic and abiotic environment.,,,,,"2. Being part of a group helps animals obtain food, defend themselves and cope with changes.",SC.3.2.2,Colorado Essential Skills and Science and Engineering Practices:,"Construct an argument with evidence, data and/or a model. (Engaging in Argument from Evidence) (Personal: Initiative/Self-direction)"
Science,Third Grade,2. Life Science,6. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how living systems interact with the biotic and abiotic environment.,,,,,"2. Being part of a group helps animals obtain food, defend themselves and cope with changes.",SC.3.2.2,Elaboration on the GLE:,Students can answer the question: How do organisms interact with the living and nonliving environments to obtain matter and energy?
Science,Third Grade,2. Life Science,6. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how living systems interact with the biotic and abiotic environment.,,,,,"2. Being part of a group helps animals obtain food, defend themselves and cope with changes.",SC.3.2.2,Elaboration on the GLE:,"LS2:D Social Interactions and Group Behavior: Being part of a group helps animals obtain food, defend themselves and cope with changes. Groups may serve different functions and vary dramatically in size."
Science,Third Grade,2. Life Science,6. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how living systems interact with the biotic and abiotic environment.,,,,,"2. Being part of a group helps animals obtain food, defend themselves and cope with changes.",SC.3.2.2,Cross Cutting Concepts:,Cause and Effect: Cause - and - effect relationships are routinely identified and used to explain change.
Science,Third Grade,2. Life Science,7. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how genetic and environmental factors influence variation of organisms across generations.,,,,,3. Different organisms vary in how they look and function because they have different inherited information; the environment also affects the traits that an organism develops.,SC.3.2.3,Students Can:,"Analyze and interpret data to provide evidence that plants and animals have traits inherited from parents and that variation of these traits exists in a group of similar organisms. (3-LS3-1) <i>(Clarification Statement: Patterns are the similarities and differences in traits shared between offspring and their parents, or among siblings. Emphasis is on organisms other than humans.) (Boundary Statement: Does not include genetic mechanisms of inheritance and prediction of traits. Assessment is limited to non-human examples.)</i>"
Science,Third Grade,2. Life Science,7. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how genetic and environmental factors influence variation of organisms across generations.,,,,,3. Different organisms vary in how they look and function because they have different inherited information; the environment also affects the traits that an organism develops.,SC.3.2.3,Students Can:,Use evidence to support the explanation that traits can be influenced by the environment. (3-LS3-2) <i>(Clarification Statement: Examples of the environment affecting a trait could that include normally tall plants grown with insufficient water are stunted; and a pet dog that is given too much food and little exercise may become overweight.)</i>
Science,Third Grade,2. Life Science,7. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how genetic and environmental factors influence variation of organisms across generations.,,,,,3. Different organisms vary in how they look and function because they have different inherited information; the environment also affects the traits that an organism develops.,SC.3.2.3,Colorado Essential Skills and Science and Engineering Practices:,Analyze and interpret data to make sense of phenomena using logical reasoning. (Analyzing and Interpreting Data) (Entrepreneurial: Critical thinking/Problem solving)
Science,Third Grade,2. Life Science,7. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how genetic and environmental factors influence variation of organisms across generations.,,,,,3. Different organisms vary in how they look and function because they have different inherited information; the environment also affects the traits that an organism develops.,SC.3.2.3,Colorado Essential Skills and Science and Engineering Practices:,"Use evidence (e.g., observations, patterns) to support an explanation. (Constructing Explanations and Designing Solutions) (Entrepreneurial: Critical thinking/Problem solving)"
Science,Third Grade,2. Life Science,7. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how genetic and environmental factors influence variation of organisms across generations.,,,,,3. Different organisms vary in how they look and function because they have different inherited information; the environment also affects the traits that an organism develops.,SC.3.2.3,Colorado Essential Skills and Science and Engineering Practices:,Use of evidence in constructing explanations that specify variables that describe and predict phenomena and in designing multiple solutions to design problems. (Constructing Explanations and Designing Solutions) (Entrepreneurial: Critical thinking/Problem solving)
Science,Third Grade,2. Life Science,7. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how genetic and environmental factors influence variation of organisms across generations.,,,,,3. Different organisms vary in how they look and function because they have different inherited information; the environment also affects the traits that an organism develops.,SC.3.2.3,Elaboration on the GLE:,"Students can answer the questions: How are the characteristics of one generation related to the previous generation? Why do individuals of the same species vary in how they look, function and behave?"
Science,Third Grade,2. Life Science,7. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how genetic and environmental factors influence variation of organisms across generations.,,,,,3. Different organisms vary in how they look and function because they have different inherited information; the environment also affects the traits that an organism develops.,SC.3.2.3,Elaboration on the GLE:,"LS3:A Inheritance of Traits: Many characteristics of organisms are inherited from their parents. Other characteristics result from individuals' interactions with the environment, which can range from diet to learning. Many characteristics involve both inheritance and environment."
Science,Third Grade,2. Life Science,7. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how genetic and environmental factors influence variation of organisms across generations.,,,,,3. Different organisms vary in how they look and function because they have different inherited information; the environment also affects the traits that an organism develops.,SC.3.2.3,Elaboration on the GLE:,LS3:B Variation of Traits: Different organisms vary in how they look and function because they have different inherited information. The environment also affects the traits that an organism develops.
Science,Third Grade,2. Life Science,7. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how genetic and environmental factors influence variation of organisms across generations.,,,,,3. Different organisms vary in how they look and function because they have different inherited information; the environment also affects the traits that an organism develops.,SC.3.2.3,Cross Cutting Concepts:,Patterns: Similarities and differences in patterns can be used to sort and classify natural phenomena.
Science,Third Grade,2. Life Science,7. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how genetic and environmental factors influence variation of organisms across generations.,,,,,3. Different organisms vary in how they look and function because they have different inherited information; the environment also affects the traits that an organism develops.,SC.3.2.3,Cross Cutting Concepts:,Cause and Effect: Cause - and - effect relationships are routinely identified and used to explain change.
Science,Third Grade,2. Life Science,7. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how genetic and environmental factors influence variation of organisms across generations.,,,,,4. Some living organisms resemble organisms that once lived on Earth .,SC.3.2.4,Students Can:,"Analyze and interpret data from fossils to provide evidence of the organisms and the environments in which they lived long ago. (3-LS4-1) <i>(Clarification Statement: Examples of data could include type, size, and distributions of fossil organisms. Examples of fossils and environments could include marine fossils found on dry land, tropical plant fossils found in Arctic areas and fossils of extinct organisms.) (Boundary Statement: Does not include identification of specific fossils or present plants and animals and is limited to major fossil types and relative ages.)</i>"
Science,Third Grade,2. Life Science,7. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how genetic and environmental factors influence variation of organisms across generations.,,,,,4. Some living organisms resemble organisms that once lived on Earth .,SC.3.2.4,Students Can:,"Use evidence to construct an explanation for how the variations in characteristics among individuals of the same species may provide advantages in surviving, finding mates and reproducing. (3-LS4-2) <i>(Clarification Statement: Examples of cause - and - effect relationships could be that plants that have larger thorns than other plants may be less likely to be eaten by predators; and animals that have better camouflage coloration than other animals may be more likely to survive and therefore more likely to leave offspring.)</i>"
Science,Third Grade,2. Life Science,7. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how genetic and environmental factors influence variation of organisms across generations.,,,,,4. Some living organisms resemble organisms that once lived on Earth .,SC.3.2.4,Colorado Essential Skills and Science and Engineering Practices:,Analyze and interpret data to make sense of phenomena using logical reasoning. (Analyzing and Interpreting Data) (Entrepreneurial: Critical thinking/Problem solving).
Science,Third Grade,2. Life Science,7. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how genetic and environmental factors influence variation of organisms across generations.,,,,,4. Some living organisms resemble organisms that once lived on Earth .,SC.3.2.4,Colorado Essential Skills and Science and Engineering Practices:,"Use evidence (e.g., observations, patterns) to construct an explanation. (Constructing Explanations and Designing Solutions) (Entrepreneurial: Critical thinking/Problem solving)."
Science,Third Grade,2. Life Science,7. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how genetic and environmental factors influence variation of organisms across generations.,,,,,4. Some living organisms resemble organisms that once lived on Earth .,SC.3.2.4,Colorado Essential Skills and Science and Engineering Practices:,Critiquing the scientific explanations or solutions proposed by peers by citing relevant evidence about the natural and designed world(s). (Engaging in Argument from Evidence) (Entrepreneurial: Critical thinking/Problem solving).
Science,Third Grade,2. Life Science,7. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how genetic and environmental factors influence variation of organisms across generations.,,,,,4. Some living organisms resemble organisms that once lived on Earth .,SC.3.2.4,Elaboration on the GLE:,Students can answer the questions: What evidence shows that different species are related? How does genetic variation among organisms affect survival and reproduction?
Science,Third Grade,2. Life Science,7. Students can use the full range of science and engineering practices to make sense of natural phenomena and solve problems that require understanding how genetic and environmental factors influence variation of organisms across generations.,,,,,4. Some living organisms resemble organisms that once lived on Earth .,SC.3.2.4,Elaboration on the GLE:,LS4:A Evidence of Common Ancestry and Diversity: Some kinds of plants and animals that once lived on Earth are no longer found anywhere. Fossils provide evidence about the types of organisms that lived long ago and also about the nature of their environments.
